"V1" "V2"
-0.1879361432227 0.11943176411012
0.0550929972666247 -0.183607917975231
-0.250688583723014 0.102335907427327
0.478584240641337 -0.338808928824238
0.0988523315446082 0.429907110510311
-0.246140515235405 0.594119969551758
0.146228715728546 -0.110166442939953
0.221497411538765 -0.313240387894959
0.172734405496048 0.170915888232724
-0.0916165161469068 -0.0405163811642473
0.453534350535254 0.720485328151433
0.116952970923429 -0.0117720008199508
-0.186372174162541 0.206921808735233
-0.66440996615325 0.00840064763419981
0.337479275442932 -0.222981962664722
-0.0134800827045693 0.0566376898543029
-0.00485707892968382 -0.541487588667311
0.28315086320559 0.439666458468866
0.246366358529427 0.0459760014635693
0.178170396365253 0.651783501108646
0.275693211482465 0.142652858669899
0.23464089021932 -0.212983929276544
0.0223694950095572 0.183217906046716
-0.596805508759012 -0.280229289493275
0.185947724368413 -0.376090020071731
-0.0168386218587002 0.0874338706552389
-0.0467386520115988 -0.13298756196553
-0.441225715169782 0.000331605489487239
-0.143445016532586 0.0223023972454992
0.125382468059911 -0.176856283856422
0.407603865458713 -0.170600619845551
-0.0308363182028987 -0.0405535845371496
0.116301483467811 0.353426098971961
-0.0161415121748715 -0.457070040128929
-0.413117867048582 0.178183856288526
-0.124498368989904 0.0998851113640555
-0.118286986113105 0.318929951182909
-0.0177940190133557 -0.0912551770902902
0.330007611595165 0.111005642974886
0.228952724537263 0.0801296372316693
-0.0493570788760761 -0.162756009297495
-0.0760085040409523 0.362360341794952
0.209089012621421 0.348120784708486
0.166998959602097 0.210064094854499
-0.206626708364856 0.476050036362254
-0.212248547088636 0.167545927669591
0.109374588641049 -0.382977662537411
0.230559877354625 -0.171979624271066
-0.0337038636450684 -0.367383784469507
0.264332317936264 -0.142020190931793
1.81388999683276 2.1350561303818
2.01263476194327 1.99443205018561
1.72672350543427 1.90457948763685
2.04740863172122 1.72119135576389
1.80362460682435 1.55376190695755
2.53018618081179 1.6774423110153
2.21501224280516 2.30000864111417
2.27305226884857 1.81361999156095
2.1152556073479 1.58467194578465
2.50465282415583 2.56078718672707
1.80927906381531 2.12753011321173
1.86150658089183 1.92840586972609
2.4296846715625 2.31754491461271
1.80479109400689 2.26592679541248
1.93778577691941 1.81422708553066
1.8821576211674 2.66183073936214
1.90400213943545 1.9234918909577
1.91626600910703 1.57265160493616
2.14825649938035 1.95668011941373
1.94680085531912 2.0622615017697
1.84821276136572 2.69239351971781
2.40291164755112 2.03174071036811
1.93562617743594 2.13709964162702
1.94613304098698 1.97685411939304
1.96994277763593 1.89979974729004
2.21379989211542 1.98958219150662
1.9779306787621 2.23629188168905
1.98870974855989 2.62257350259569
1.7955018563733 2.30821773162913
1.9027189183261 2.36237251951601
2.01804813213035 1.63060297353259
1.8233316541221 2.29516867101601
2.15944885778977 2.0659774410982
1.54448177546396 1.55982499127233
2.09196735823693 2.15630682279444
1.53906505293872 1.9523736185852
1.90970716194902 2.43937619359094
1.8415160286665 1.7701754001186
1.8043715657957 1.87093647382144
1.98293096664578 1.72216715078677
1.425692172296 1.94686881156904
2.35297499360557 2.1206035338459
1.5005082691364 1.78047554806412
1.86094087955828 2.2491119503945
1.66522396848715 1.63757516410866
1.77475429964197 1.68560467615768
2.6261499636885 2.43234731205328
2.00521868590798 1.69524576040861
1.6141098408697 2.12359241369525
1.50781833967443 1.88567718466732
5.12282055189528 5.04086656793083
5.50666198586121 5.12215028102715
5.47597653003259 4.97910355609613
4.90072765979517 4.9257006975142
4.31442933941226 5.20866524198589
5.74929847695025 5.34386850716474
5.20011985002965 4.27907113553244
5.16239820078911 5.17182186657375
4.99598014305623 5.1124173220336
5.15303252688588 4.87241968353318
4.9506872504691 5.28530384227304
5.12620839297635 4.88322884548449
4.87992597680671 4.91470080146013
4.58893763673576 5.25722293342394
5.29635148023646 5.51588818973618
5.45592350764986 5.08101647028117
4.90737782923232 4.87334479706371
4.62401307331769 4.64326601154212
5.19267239170335 4.9006901063363
4.98658725893181 4.71805120204699
4.48003447795255 4.92232022506436
5.00063955790408 5.11831375046647
4.81090989982156 4.74444287239284
4.89770942604188 5.79475006432846
4.65302829120924 5.04680350269952
5.54094257237524 5.33906218023648
4.90066038908263 4.31326280604797
4.51834597632408 5.22230034715863
5.05915803162184 4.60512645186453
5.07895269392164 5.27594110328274
4.70425198987721 5.11943904663559
4.13332379849614 4.87774142621907
4.80785548923047 5.39727758905318
5.17115229077615 4.78963049922592
4.98208301718722 4.82581570872784
4.97054637679843 4.69967834569237
5.16824621858603 4.79954641797398
4.64406240842616 5.28355548601192
5.32903311328227 5.13011064486355
4.99839679151655 5.30154776530311
5.21219320021942 4.8829644007839
5.31023232042124 5.11291108753239
5.06704412447459 5.07324947734595
4.73638771614019 4.57212279728524
5.3488893667902 5.53352878624264
4.39995051656436 5.0403342982801
4.83656277799948 5.22967969974736
4.9232987872529 5.28654100307269
4.9501636889705 4.98483028956732
5.30613917263523 4.90825537406991
8.26810211072765 8.44216435433274
7.68581055528161 8.2031805476939
8.59140121586725 8.11398880597002
7.88491036811349 7.9421604720628
8.4962435906825 8.47336753847132
8.45366380818519 8.17887023279554
8.02488972007577 7.64792691773859
8.17016627445545 7.9533072395329
7.69263545613966 7.42432705391905
8.09690195090673 7.94142234616681
8.31308373750685 7.2223016990162
8.02972354606916 8.39420065015942
7.86375892725369 7.80933709969036
7.80326544426487 7.87100634839174
7.98922327321325 7.94920450030941
8.32074843820304 8.18366545219674
7.85480752090962 8.20350205316681
7.96369696660177 8.1703855917415
7.61175799885375 7.82823721882216
8.14829385080446 7.5910126231165
8.39237045603424 7.88338332669863
8.44911230282083 8.08337423973516
8.24441081926921 7.75307566352839
7.43906336293922 7.97934771965646
8.14460885123713 7.64970130216106
8.13684068099036 7.99750729573532
7.89397991425103 8.03865662047922
8.05114684128439 7.9562373114617
7.74078921376193 7.95082671297918
8.2037692322047 8.52906560083548
7.90186969560407 8.2287759537255
7.52927534445681 8.33342932421919
7.88976477314886 7.72303791415105
8.40933047872096 8.04930255152839
7.89971559058065 8.34644755612918
8.21982501266273 7.98304357264205
8.28397569205934 7.3611918055296
8.00131961129791 8.10345372862984
7.89430330833505 7.42851336632434
7.84109134725995 7.75664895405794
8.22187676767244 8.39720129638988
7.68096277535516 8.1846910547908
8.07386325306092 8.32750068666061
7.91315019003071 8.09198145845409
7.32053319305362 7.96695237125514
7.57734486317804 7.72270616806181
8.27480579863777 8.47787412611576
7.94261631483944 8.01350317943656
8.2409849648401 7.78546147979964
8.56624233899258 8.25956692991514
